rank,final_worth_usd,person_name,age,country,country_of_citizenship,city,industries,wealth_source,gender,life_expectancy_country,gross_tertiary_education_enrollment_country,gross_primary_education_enrollment_country,gdp_country_usd,total_tax_rate_country,population_country,final_worth_usd_formatted
748,3800000000,Elizabeth Uihlein,77.0,United States,United States,Lake Forest,Manufacturing,Self-Made,F,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,3.8B
748,3800000000,Richard Uihlein,77.0,United States,United States,Lake Forest,Manufacturing,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,3.8B
766,3700000000,Hayes Barnard,51.0,United States,United States,Austin,Finance & Investments,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,3.7B
766,3700000000,William Berkley,76.0,United States,United States,Coconut Grove,Finance & Investments,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,3.7B
766,3700000000,Charles Cohen,71.0,United States,United States,New York,Real Estate,Inherited/Unearned,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,3.7B
766,3700000000,Yakir Gabay,56.0,United Kingdom,Cyprus,London,Real Estate,Self-Made,M,81.3,60.0,101.2,2827113184696.0,30.6,66834405.0,3.7B
766,3700000000,Huang Li,59.0,China,China,Wuhan,Technology,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,3.7B
766,3700000000,Brad Jacobs,66.0,United States,United States,Greenwich,Logistics,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,3.7B
766,3700000000,Ji Qi,56.0,China,China,Shanghai,Real Estate,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,3.7B
766,3700000000,Jason Jiang,50.0,China,Singapore,Shanghai,Media & Entertainment,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,3.7B
766,3700000000,Jim Kavanaugh,60.0,United States,United States,St. Louis,Technology,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,3.7B
766,3700000000,Richard LeFrak & family,77.0,United States,United States,New York,Real Estate,Inherited/Unearned,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,3.7B
766,3700000000,Mikhail Lomtadze,47.0,Kazakhstan,Georgia,Almaty,Finance & Investments,Self-Made,M,73.2,61.7,104.4,180161741180.0,28.4,18513930.0,3.7B
766,3700000000,Tom Morris,68.0,United Kingdom,United Kingdom,Merseyside,Fashion & Retail,Self-Made,M,81.3,60.0,101.2,2827113184696.0,30.6,66834405.0,3.7B
766,3700000000,Shigenobu Nagamori,78.0,Japan,Japan,Kyoto,Manufacturing,Self-Made,M,84.2,63.2,98.8,5081769542380.0,46.7,126226568.0,3.7B
766,3700000000,Daniel Och,62.0,United States,United States,Miami Beach,Finance & Investments,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,3.7B
766,3700000000,Horst Paulmann & family,88.0,Chile,Chile,Santiago,Fashion & Retail,Self-Made,M,80.0,88.5,101.4,282318159745.0,34.0,18952038.0,3.7B
766,3700000000,Anthony Pritzker,62.0,United States,United States,Los Angeles,Service,Inherited/Unearned,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,3.7B
766,3700000000,John Sall,75.0,United States,United States,Cary,Technology,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,3.7B
766,3700000000,Howard Schultz,69.0,United States,United States,Seattle,Food & Beverage,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,3.7B
766,3700000000,Richard Schulze,82.0,United States,United States,Naples,Fashion & Retail,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,3.7B
766,3700000000,Yitzhak Tshuva,74.0,Israel,Israel,Netanya,Real Estate,Self-Made,M,82.8,63.4,104.9,395098666122.0,25.3,9053300.0,3.7B
766,3700000000,Wang Yanqing & family,56.0,China,China,Wuxi,Manufacturing,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,3.7B
787,3600000000,Rajiv Bajaj,56.0,India,India,Pune,Diversified,Inherited/Unearned,M,69.4,28.1,113.0,2611000000000.0,49.7,1366417754.0,3.6B
787,3600000000,Sanjiv Bajaj,53.0,India,India,Pune,Diversified,Inherited/Unearned,M,69.4,28.1,113.0,2611000000000.0,49.7,1366417754.0,3.6B
787,3600000000,Leonid Boguslavsky,71.0,Italy,Canada,Florence,Finance & Investments,Self-Made,M,82.9,61.9,101.9,2001244392042.0,59.1,60297396.0,3.6B
787,3600000000,Jim Coulter,63.0,United States,United States,San Francisco,Finance & Investments,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,3.6B
787,3600000000,Nicolas D'Ieteren,47.0,Switzerland,Belgium,Anzere,Automotive,Inherited/Unearned,M,83.6,59.6,105.2,703082435360.0,28.8,8574832.0,3.6B
787,3600000000,Bob Gaglardi,82.0,Canada,Canada,Vancouver,Real Estate,Self-Made,M,81.9,68.9,100.9,1736425629520.0,24.5,36991981.0,3.6B
787,3600000000,Jaime Gilinski Bacal,65.0,United Kingdom,Colombia,London,Finance & Investments,Inherited/Unearned,M,81.3,60.0,101.2,2827113184696.0,30.6,66834405.0,3.6B
787,3600000000,Alan Howard,59.0,Switzerland,United Kingdom,Geneva,Finance & Investments,Self-Made,M,83.6,59.6,105.2,703082435360.0,28.8,8574832.0,3.6B
787,3600000000,Huang Yi,61.0,China,Hong Kong,Beijing,Automotive,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,3.6B
787,3600000000,Peter Kellogg,80.0,United States,United States,Short Hills,Finance & Investments,Inherited/Unearned,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,3.6B
787,3600000000,Vyacheslav Kim,53.0,Kazakhstan,Kazakhstan,Almaty,Finance & Investments,Self-Made,M,73.2,61.7,104.4,180161741180.0,28.4,18513930.0,3.6B
787,3600000000,Josh Kushner,37.0,United States,United States,New York City,Finance & Investments,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,3.6B
787,3600000000,"Stephen Mandel, Jr.",67.0,United States,United States,Greenwich,Finance & Investments,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,3.6B
787,3600000000,Mohamed Mansour,75.0,United Kingdom,Egypt,London,Diversified,Self-Made,M,81.3,60.0,101.2,2827113184696.0,30.6,66834405.0,3.6B
787,3600000000,Masahiro Miki,67.0,Japan,Japan,Tokyo,Fashion & Retail,Self-Made,M,84.2,63.2,98.8,5081769542380.0,46.7,126226568.0,3.6B
787,3600000000,Masahiro Noda,84.0,Japan,Japan,Tokyo,Technology,Self-Made,M,84.2,63.2,98.8,5081769542380.0,46.7,126226568.0,3.6B
787,3600000000,Cliff Obrecht,37.0,Australia,Australia,Sydney,Technology,Self-Made,M,82.7,113.1,100.3,1392680589329.0,47.4,25766605.0,3.6B
787,3600000000,Melanie Perkins,35.0,Australia,Australia,Sydney,Technology,Self-Made,F,82.7,113.1,100.3,1392680589329.0,47.4,25766605.0,3.6B
787,3600000000,J.B. Pritzker,58.0,United States,United States,Springfield,Finance & Investments,Inherited/Unearned,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,3.6B
787,3600000000,Juan Roig,73.0,Spain,Spain,Valencia,Fashion & Retail,Inherited/Unearned,M,83.3,88.9,102.7,1394116310769.0,47.0,47076781.0,3.6B
787,3600000000,Jerry Speyer & family,82.0,United States,United States,New York,Real Estate,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,3.6B
787,3600000000,Lawrence Stroll,63.0,Switzerland,Canada,Geneva,Fashion & Retail,Self-Made,M,83.6,59.6,105.2,703082435360.0,28.8,8574832.0,3.6B
787,3600000000,Wang Junlin,60.0,China,China,Chengdu,Food & Beverage,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,3.6B
787,3600000000,Xia Zuoquan,61.0,China,China,Shenzhen,Automotive,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,3.6B
787,3600000000,Zeng Fangqin,57.0,China,China,Shenzhen,Technology,Self-Made,F,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,3.6B
787,3600000000,Zhang Jian,54.0,China,China,Tianjin,Manufacturing,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,3.6B
818,3500000000,Rocco Basilico,33.0,United States,Italy,Los Angeles,Fashion & Retail,Inherited/Unearned,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,3.5B
818,3500000000,Maurizio Billi,65.0,Brazil,Brazil,Sao Paulo,Healthcare,Inherited/Unearned,M,75.7,51.3,115.4,1839758040766.0,65.1,212559417.0,3.5B
818,3500000000,Fashu Chen,62.0,China,China,Fuzhou,Finance & Investments,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,3.5B
818,3500000000,Giuseppe Crippa & family,87.0,Italy,Italy,Cernusco Lombardone,Manufacturing,Self-Made,M,82.9,61.9,101.9,2001244392042.0,59.1,60297396.0,3.5B
818,3500000000,Daniel D'Aniello,76.0,United States,United States,Vienna,Finance & Investments,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,3.5B
818,3500000000,Claudio Del Vecchio,66.0,United States,Italy,Muttontown,Fashion & Retail,Inherited/Unearned,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,3.5B
818,3500000000,Clemente Del Vecchio,18.0,Italy,Italy,Milan,Fashion & Retail,Inherited/Unearned,M,82.9,61.9,101.9,2001244392042.0,59.1,60297396.0,3.5B
818,3500000000,Leonardo Maria Del Vecchio,27.0,Italy,Italy,Milan,Fashion & Retail,Inherited/Unearned,M,82.9,61.9,101.9,2001244392042.0,59.1,60297396.0,3.5B
818,3500000000,Luca Del Vecchio,21.0,Italy,Italy,Milan,Fashion & Retail,Inherited/Unearned,M,82.9,61.9,101.9,2001244392042.0,59.1,60297396.0,3.5B
818,3500000000,Marisa Del Vecchio,64.0,Italy,Italy,Rome,Fashion & Retail,Inherited/Unearned,F,82.9,61.9,101.9,2001244392042.0,59.1,60297396.0,3.5B
818,3500000000,Paola Del Vecchio,61.0,Luxembourg,Italy,Luxembourg,Fashion & Retail,Inherited/Unearned,F,82.1,19.2,102.3,71104919108.0,20.4,645397.0,3.5B
818,3500000000,Walter P.J. Droege,70.0,Germany,Germany,Dusseldorf,Finance & Investments,Self-Made,M,80.9,70.2,104.0,3845630030824.0,48.8,83132799.0,3.5B
818,3500000000,Fan Daidi,57.0,China,China,Xian,Fashion & Retail,Self-Made,F,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,3.5B
818,3500000000,Peter Gassner,58.0,United States,United States,Pleasanton,Technology,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,3.5B
818,3500000000,Mikhail Gutseriev,65.0,Russia,Russia,Moscow,Energy,Self-Made,M,72.7,81.9,102.6,1699876578871.0,46.2,144373535.0,3.5B
818,3500000000,Leng Youbin,54.0,China,China,Beijing,Food & Beverage,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,3.5B
818,3500000000,Daniel Loeb,61.0,United States,United States,New York,Finance & Investments,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,3.5B
818,3500000000,Margarita Louis-Dreyfus & family,60.0,Switzerland,Switzerland,Davos,Food & Beverage,Inherited/Unearned,F,83.6,59.6,105.2,703082435360.0,28.8,8574832.0,3.5B
818,3500000000,Prasert Prasarttong-Osoth,90.0,Thailand,Thailand,Bangkok,Healthcare,Self-Made,M,76.9,49.3,99.8,543649976166.0,29.5,69625582.0,3.5B
818,3500000000,Ira Rennert,88.0,United States,United States,New York,Finance & Investments,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,3.5B
818,3500000000,Dirk Rossmann & family,76.0,Germany,Germany,Lower-Saxony,Fashion & Retail,Self-Made,M,80.9,70.2,104.0,3845630030824.0,48.8,83132799.0,3.5B
818,3500000000,Arkady Rotenberg,71.0,Russia,Russia,Moscow,Construction & Engineering,Self-Made,M,72.7,81.9,102.6,1699876578871.0,46.2,144373535.0,3.5B
818,3500000000,Remo Ruffini,61.0,Italy,Italy,Como,Fashion & Retail,Self-Made,M,82.9,61.9,101.9,2001244392042.0,59.1,60297396.0,3.5B
818,3500000000,Vivek Chaand Sehgal,66.0,India,Australia,Delhi,Automotive,Self-Made,M,69.4,28.1,113.0,2611000000000.0,49.7,1366417754.0,3.5B
818,3500000000,Scott Shleifer,45.0,United States,United States,New York,Finance & Investments,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,3.5B
818,3500000000,Thomas Siebel,70.0,United States,United States,Woodside,Technology,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,3.5B
818,3500000000,Wim van der Leegte & family,75.0,Netherlands,Netherlands,Eindhoven,Manufacturing,Inherited/Unearned,M,81.8,85.0,104.2,909070395161.0,41.2,17332850.0,3.5B
818,3500000000,Xiao Yongming & family,58.0,China,China,Beijing,Diversified,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,3.5B
818,3500000000,Michael Xie,54.0,United States,United States,Los Altos Hills,Technology,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,3.5B
818,3500000000,Yang Shaopeng,65.0,China,China,Qingdao,Logistics,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,3.5B
818,3500000000,Barry Zekelman,56.0,Canada,Canada,Windsor,Manufacturing,Inherited/Unearned,M,81.9,68.9,100.9,1736425629520.0,24.5,36991981.0,3.5B
852,3400000000,William Ackman,56.0,United States,United States,New York,Finance & Investments,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,3.4B
852,3400000000,Somphote Ahunai,55.0,Thailand,Thailand,Bangkok,Energy,Self-Made,M,76.9,49.3,99.8,543649976166.0,29.5,69625582.0,3.4B
852,3400000000,Igor Altushkin,52.0,Russia,Russia,Yekaterinburg,Metals & Mining,Self-Made,M,72.7,81.9,102.6,1699876578871.0,46.2,144373535.0,3.4B
852,3400000000,Ramon Ang,69.0,Philippines,Philippines,Manila,Food & Beverage,Self-Made,M,71.1,35.5,107.5,376795508680.0,43.1,108116615.0,3.4B
852,3400000000,Acharya Balkrishna,50.0,India,India,Haridwar,Food & Beverage,Self-Made,M,69.4,28.1,113.0,2611000000000.0,49.7,1366417754.0,3.4B
852,3400000000,Markus Blocher,52.0,Switzerland,Switzerland,Wilen bei Wollerau,Manufacturing,Inherited/Unearned,M,83.6,59.6,105.2,703082435360.0,28.8,8574832.0,3.4B
852,3400000000,Cho Jung-ho,64.0,South Korea,South Korea,Seoul,Finance & Investments,Inherited/Unearned,M,82.6,94.3,98.1,2029000000000.0,33.2,51709098.0,3.4B
852,3400000000,Alessandra Garavoglia,63.0,Italy,Italy,Milan,Food & Beverage,Inherited/Unearned,F,82.9,61.9,101.9,2001244392042.0,59.1,60297396.0,3.4B
852,3400000000,Laurence Graff & family,84.0,Switzerland,United Kingdom,Gstaad,Fashion & Retail,Self-Made,M,83.6,59.6,105.2,703082435360.0,28.8,8574832.0,3.4B
852,3400000000,"Amos Hostetter, Jr.",86.0,United States,United States,Boston,Media & Entertainment,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,3.4B
852,3400000000,Robert Johnson,75.0,United States,United States,Palm Beach,Sports,Inherited/Unearned,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,3.4B
852,3400000000,Steven Klinsky,66.0,United States,United States,New York,Finance & Investments,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,3.4B
852,3400000000,William Lauder,62.0,United States,United States,New York,Fashion & Retail,Inherited/Unearned,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,3.4B
852,3400000000,John Middleton,68.0,United States,United States,Bryn Mawr,Food & Beverage,Inherited/Unearned,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,3.4B
852,3400000000,Hiroshi Mikitani,58.0,Japan,Japan,Tokyo,Fashion & Retail,Self-Made,M,84.2,63.2,98.8,5081769542380.0,46.7,126226568.0,3.4B
852,3400000000,Bob Parsons,72.0,United States,United States,Scottsdale,Technology,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,3.4B
852,3400000000,J. Joe Ricketts & family,81.0,United States,United States,Little Jackson Hole,Finance & Investments,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,3.4B
852,3400000000,Herb Simon,88.0,United States,United States,Indianapolis,Real Estate,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,3.4B
852,3400000000,Leena Tewari,65.0,India,India,Mumbai,Healthcare,Inherited/Unearned,F,69.4,28.1,113.0,2611000000000.0,49.7,1366417754.0,3.4B
852,3400000000,Stefan von Holtzbrinck,59.0,Germany,Germany,Stuttgart,Media & Entertainment,Inherited/Unearned,M,80.9,70.2,104.0,3845630030824.0,48.8,83132799.0,3.4B
852,3400000000,Hans Peter Wild,81.0,Switzerland,Switzerland,Zug,Food & Beverage,Inherited/Unearned,M,83.6,59.6,105.2,703082435360.0,28.8,8574832.0,3.4B
852,3400000000,Wu Guanjiang & family,54.0,China,China,Chongqing,Healthcare,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,3.4B
852,3400000000,Yi Zheng,52.0,China,China,Hangzhou,Technology,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,3.4B
852,3400000000,Eric Yuan & family,53.0,United States,United States,Santa Clara,Technology,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,3.4B
852,3400000000,Charles Zegar,75.0,United States,United States,New York,Media & Entertainment,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,3.4B
878,3300000000,Mohed Altrad,75.0,France,France,Montpellier,Construction & Engineering,Self-Made,M,82.5,65.6,102.5,2715518274227.0,60.7,67059887.0,3.3B
878,3300000000,John Arnold,49.0,United States,United States,Houston,Finance & Investments,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,3.3B
878,3300000000,Bill Austin,81.0,United States,United States,Brownsville,Manufacturing,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,3.3B
878,3300000000,Chen Shibin,56.0,China,China,Lianyungang,Manufacturing,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,3.3B
878,3300000000,Bennett Dorrance,77.0,United States,United States,Paradise Valley,Food & Beverage,Inherited/Unearned,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,3.3B
878,3300000000,Walter Faria,68.0,Brazil,Brazil,Rio de Janeiro,Food & Beverage,Self-Made,M,75.7,51.3,115.4,1839758040766.0,65.1,212559417.0,3.3B
878,3300000000,Walter Frey,79.0,Switzerland,Switzerland,Küsnacht,Automotive,Inherited/Unearned,M,83.6,59.6,105.2,703082435360.0,28.8,8574832.0,3.3B
878,3300000000,Fu Liquan & family,55.0,China,China,Hangzhou,Technology,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,3.3B
878,3300000000,John Gandel,88.0,Australia,Australia,Melbourne,Real Estate,Inherited/Unearned,M,82.7,113.1,100.3,1392680589329.0,47.4,25766605.0,3.3B
878,3300000000,Peter Gilgan,72.0,Canada,Canada,Oakville,Construction & Engineering,Self-Made,M,81.9,68.9,100.9,1736425629520.0,24.5,36991981.0,3.3B
878,3300000000,Kwek Leng Beng,82.0,Singapore,Singapore,Singapore,Diversified,Inherited/Unearned,M,83.1,84.8,100.6,372062527489.0,21.0,5703569.0,3.3B
878,3300000000,Pablo Legorreta,59.0,United States,United States,Sag Harbor,Finance & Investments,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,3.3B
878,3300000000,Arnon Milchan,78.0,Israel,Israel,Tel Aviv,Media & Entertainment,Self-Made,M,82.8,63.4,104.9,395098666122.0,25.3,9053300.0,3.3B
878,3300000000,Akio Nitori,79.0,Japan,Japan,Hokkaido,Fashion & Retail,Self-Made,M,84.2,63.2,98.8,5081769542380.0,46.7,126226568.0,3.3B
878,3300000000,Julio Ponce Lerou,77.0,Chile,Chile,Santiago,Metals & Mining,Self-Made,M,80.0,88.5,101.4,282318159745.0,34.0,18952038.0,3.3B
878,3300000000,Rodger Riney & family,77.0,United States,United States,St. Louis,Finance & Investments,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,3.3B
878,3300000000,Phil Ruffin,88.0,United States,United States,Las Vegas,Diversified,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,3.3B
878,3300000000,Naguib Sawiris,68.0,Egypt,Egypt,Cairo,Telecom,Inherited/Unearned,M,71.8,35.2,106.3,303175127598.0,44.4,100388073.0,3.3B
878,3300000000,Neil Shen,55.0,China,Hong Kong,Hong Kong,Finance & Investments,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,3.3B
878,3300000000,Gil Shwed,54.0,Israel,Israel,Tel Aviv,Technology,Self-Made,M,82.8,63.4,104.9,395098666122.0,25.3,9053300.0,3.3B
878,3300000000,Stephen Smith,71.0,Canada,Canada,Toronto,Finance & Investments,Self-Made,M,81.9,68.9,100.9,1736425629520.0,24.5,36991981.0,3.3B
878,3300000000,Nik Storonsky,38.0,United Kingdom,United Kingdom,London,Finance & Investments,Self-Made,M,81.3,60.0,101.2,2827113184696.0,30.6,66834405.0,3.3B
878,3300000000,Jeffrey Talpins,48.0,United States,United States,Larchmont,Finance & Investments,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,3.3B
878,3300000000,Carl Thoma,74.0,United States,United States,Dallas,Finance & Investments,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,3.3B
878,3300000000,Todd Wanek,59.0,United States,United States,St. Petersburg,Manufacturing,Inherited/Unearned,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,3.3B
878,3300000000,Xue Hua,53.0,China,China,Guangzhou,Manufacturing,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,3.3B
878,3300000000,Takao Yasuda,73.0,Singapore,Japan,Singapore,Fashion & Retail,Self-Made,M,83.1,84.8,100.6,372062527489.0,21.0,5703569.0,3.3B
905,3200000000,Giuliana Benetton,85.0,Italy,Italy,Treviso,Fashion & Retail,Self-Made,F,82.9,61.9,101.9,2001244392042.0,59.1,60297396.0,3.2B
905,3200000000,Luciano Benetton,87.0,Italy,Italy,Ponzano Veneto,Fashion & Retail,Self-Made,M,82.9,61.9,101.9,2001244392042.0,59.1,60297396.0,3.2B
905,3200000000,Arun Bharat Ram,82.0,India,India,Delhi,Manufacturing,Inherited/Unearned,M,69.4,28.1,113.0,2611000000000.0,49.7,1366417754.0,3.2B
905,3200000000,Ron Burkle,70.0,United Kingdom,United States,London,Finance & Investments,Self-Made,M,81.3,60.0,101.2,2827113184696.0,30.6,66834405.0,3.2B
905,3200000000,Chen Kaixuan,64.0,China,China,Guangzhou,Manufacturing,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,3.2B
905,3200000000,Brunello Cucinelli & family,69.0,Italy,Italy,Solomeo,Fashion & Retail,Self-Made,M,82.9,61.9,101.9,2001244392042.0,59.1,60297396.0,3.2B
905,3200000000,Antonio Del Valle Ruiz & family,84.0,Mexico,Mexico,Mexico City,Manufacturing,Self-Made,M,75.0,40.2,105.8,1258286717125.0,55.1,126014024.0,3.2B
905,3200000000,Gustavo Denegri & family,86.0,Italy,Italy,torino,Healthcare,Self-Made,M,82.9,61.9,101.9,2001244392042.0,59.1,60297396.0,3.2B
905,3200000000,Dong Jinggui,53.0,China,China,Wuxi,Automotive,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,3.2B
905,3200000000,Charles Ergen,70.0,United States,United States,Denver,Media & Entertainment,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,3.2B
905,3200000000,David Filo,56.0,United States,United States,Palo Alto,Technology,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,3.2B
905,3200000000,Lindsay Fox,85.0,Australia,Australia,Melbourne,Logistics,Self-Made,M,82.7,113.1,100.3,1392680589329.0,47.4,25766605.0,3.2B
905,3200000000,Sergei Galitsky,55.0,Russia,Russia,Krasnodar,Fashion & Retail,Self-Made,M,72.7,81.9,102.6,1699876578871.0,46.2,144373535.0,3.2B
905,3200000000,Senapathy Gopalakrishnan,67.0,India,India,Bangalore,Technology,Self-Made,M,69.4,28.1,113.0,2611000000000.0,49.7,1366417754.0,3.2B
905,3200000000,Luciano Hang,60.0,Brazil,Brazil,Brusque,Fashion & Retail,Self-Made,M,75.7,51.3,115.4,1839758040766.0,65.1,212559417.0,3.2B
905,3200000000,Michael Hintze,69.0,United Kingdom,Australia,London,Finance & Investments,Self-Made,M,81.3,60.0,101.2,2827113184696.0,30.6,66834405.0,3.2B
905,3200000000,Hu Baifan,60.0,China,China,Shaoxing,Healthcare,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,3.2B
905,3200000000,Hamilton James & family,71.0,United States,United States,New York,Finance & Investments,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,3.2B
905,3200000000,Lee Boo-jin,52.0,South Korea,South Korea,Seoul,Technology,Inherited/Unearned,F,82.6,94.3,98.1,2029000000000.0,33.2,51709098.0,3.2B
905,3200000000,Li Liangbin,55.0,China,China,Xinyu,Manufacturing,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,3.2B
905,3200000000,Liang Feng,54.0,China,China,Shanghai,Manufacturing,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,3.2B
905,3200000000,Samir Mehta,59.0,India,India,Ahmedabad,Healthcare,Inherited/Unearned,M,69.4,28.1,113.0,2611000000000.0,49.7,1366417754.0,3.2B
905,3200000000,Sudhir Mehta,68.0,India,India,Ahmedabad,Healthcare,Inherited/Unearned,M,69.4,28.1,113.0,2611000000000.0,49.7,1366417754.0,3.2B
905,3200000000,Aristotelis Mistakidis,61.0,Switzerland,Greece,Zug,Metals & Mining,Self-Made,M,83.6,59.6,105.2,703082435360.0,28.8,8574832.0,3.2B
905,3200000000,Geoffrey Palmer,72.0,United States,United States,Beverly Hills,Real Estate,Inherited/Unearned,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,3.2B
905,3200000000,Roger Penske,86.0,United States,United States,Birmingham,Automotive,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,3.2B
905,3200000000,Ravi Pillai,69.0,United Arab Emirates,India,Dubai,Construction & Engineering,Self-Made,M,77.8,36.8,108.4,421142267938.0,15.9,9770529.0,3.2B
905,3200000000,David Rubenstein,73.0,United States,United States,Bethesda,Finance & Investments,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,3.2B
905,3200000000,Hilton Schlosberg,70.0,United States,United Kingdom,Irvine,Food & Beverage,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,3.2B
905,3200000000,Klaus-Peter Schulenberg,71.0,Germany,Germany,Bremen,Service,Self-Made,M,80.9,70.2,104.0,3845630030824.0,48.8,83132799.0,3.2B
905,3200000000,Lynn Schusterman & family,84.0,United States,United States,Tulsa,Energy,Inherited/Unearned,F,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,3.2B
